,Last_Update,Province_State,Country_Region,Confirmed,Deaths,Confirmed_perday,Deaths_perday
2476,2022-11-29 04:21:05,Nevada,US,2738,65,2557.0,63.0
2477,2022-11-29 04:21:05,Nevada,US,1314,21,-1424.0,-44.0
2478,2022-11-29 04:21:05,Nevada,US,646,10,-668.0,-11.0
2479,2022-11-29 04:21:05,Nevada,US,11820,183,11174.0,173.0
2480,2022-11-29 04:21:05,Nevada,US,1435,19,-10385.0,-164.0
2481,2022-11-29 04:21:05,Nevada,US,8911,299,7476.0,280.0
2482,2022-11-29 04:21:05,Nevada,US,2312,32,-6599.0,-267.0
2483,2022-11-29 04:21:05,Nevada,US,180,14,-2132.0,-18.0
2484,2022-11-29 04:21:05,Nevada,US,10150,0,9970.0,-14.0
2485,2022-11-29 04:21:05,Nevada,US,124310,1279,114160.0,1279.0
2486,2022-11-29 04:21:05,Nevada,US,1747,23,-122563.0,-1256.0
2469,2022-11-30 04:21:07,Nevada,US,16859,228,15112.0,205.0
2470,2022-11-30 04:21:07,Nevada,US,7436,119,-9423.0,-109.0
2471,2022-11-30 04:21:07,Nevada,US,650271,9080,642835.0,8961.0
2472,2022-11-30 04:21:07,Nevada,US,8553,96,-641718.0,-8984.0
2473,2022-11-30 04:21:07,Nevada,US,12760,149,4207.0,53.0
2474,2022-11-30 04:21:07,Nevada,US,123,5,-12637.0,-144.0
2475,2022-11-30 04:21:07,Nevada,US,181,2,58.0,-3.0
2476,2022-11-30 04:21:07,Nevada,US,2738,65,2557.0,63.0
2477,2022-11-30 04:21:07,Nevada,US,1314,21,-1424.0,-44.0
2478,2022-11-30 04:21:07,Nevada,US,646,10,-668.0,-11.0
2479,2022-11-30 04:21:07,Nevada,US,11820,183,11174.0,173.0
2480,2022-11-30 04:21:07,Nevada,US,1435,19,-10385.0,-164.0
2481,2022-11-30 04:21:07,Nevada,US,8911,299,7476.0,280.0
2482,2022-11-30 04:21:07,Nevada,US,2312,32,-6599.0,-267.0
2483,2022-11-30 04:21:07,Nevada,US,180,14,-2132.0,-18.0
2484,2022-11-30 04:21:07,Nevada,US,10150,0,9970.0,-14.0
2485,2022-11-30 04:21:07,Nevada,US,124310,1279,114160.0,1279.0
2486,2022-11-30 04:21:07,Nevada,US,1747,23,-122563.0,-1256.0
2487,2022-11-23 04:21:06,New Hampshire,US,16570,199,14823.0,176.0
2488,2022-11-23 04:21:06,New Hampshire,US,11735,70,-4835.0,-129.0
2489,2022-11-23 04:21:06,New Hampshire,US,18185,129,6450.0,59.0
2490,2022-11-23 04:21:06,New Hampshire,US,8086,129,-10099.0,0.0
2491,2022-11-23 04:21:06,New Hampshire,US,22296,86,14210.0,-43.0
2492,2022-11-23 04:21:06,New Hampshire,US,115712,989,93416.0,903.0
2493,2022-11-23 04:21:06,New Hampshire,US,38325,274,-77387.0,-715.0
2494,2022-11-23 04:21:06,New Hampshire,US,80587,609,42262.0,335.0
2495,2022-11-23 04:21:06,New Hampshire,US,35403,235,-45184.0,-374.0
2496,2022-11-23 04:21:06,New Hampshire,US,11338,78,-24065.0,-157.0
2497,2022-11-23 04:21:06,New Hampshire,US,2085,5,-9253.0,-73.0
2487,2022-11-24 04:21:09,New Hampshire,US,16577,199,14492.0,194.0
2488,2022-11-24 04:21:09,New Hampshire,US,11744,70,-4833.0,-129.0
2489,2022-11-24 04:21:09,New Hampshire,US,18188,129,6444.0,59.0
2490,2022-11-24 04:21:09,New Hampshire,US,8087,129,-10101.0,0.0
2491,2022-11-24 04:21:09,New Hampshire,US,22297,86,14210.0,-43.0
2492,2022-11-24 04:21:09,New Hampshire,US,115767,990,93470.0,904.0
2493,2022-11-24 04:21:09,New Hampshire,US,38351,275,-77416.0,-715.0
2494,2022-11-24 04:21:09,New Hampshire,US,80630,610,42279.0,335.0
2495,2022-11-24 04:21:09,New Hampshire,US,35412,235,-45218.0,-375.0
2496,2022-11-24 04:21:09,New Hampshire,US,11343,78,-24069.0,-157.0
2497,2022-11-24 04:21:09,New Hampshire,US,2087,5,-9256.0,-73.0
2487,2022-11-25 04:21:06,New Hampshire,US,16577,199,14490.0,194.0
2488,2022-11-25 04:21:06,New Hampshire,US,11744,70,-4833.0,-129.0
2489,2022-11-25 04:21:06,New Hampshire,US,18188,129,6444.0,59.0
2490,2022-11-25 04:21:06,New Hampshire,US,8087,129,-10101.0,0.0
2491,2022-11-25 04:21:06,New Hampshire,US,22297,86,14210.0,-43.0
2492,2022-11-25 04:21:06,New Hampshire,US,115767,990,93470.0,904.0
2493,2022-11-25 04:21:06,New Hampshire,US,38351,275,-77416.0,-715.0
2494,2022-11-25 04:21:06,New Hampshire,US,80630,610,42279.0,335.0
2495,2022-11-25 04:21:06,New Hampshire,US,35412,235,-45218.0,-375.0
2496,2022-11-25 04:21:06,New Hampshire,US,11343,78,-24069.0,-157.0
2497,2022-11-25 04:21:06,New Hampshire,US,2087,5,-9256.0,-73.0
2487,2022-11-26 04:21:11,New Hampshire,US,16577,199,14490.0,194.0
2488,2022-11-26 04:21:11,New Hampshire,US,11744,70,-4833.0,-129.0
2489,2022-11-26 04:21:11,New Hampshire,US,18188,129,6444.0,59.0
2490,2022-11-26 04:21:11,New Hampshire,US,8087,129,-10101.0,0.0
2491,2022-11-26 04:21:11,New Hampshire,US,22297,86,14210.0,-43.0
2492,2022-11-26 04:21:11,New Hampshire,US,115767,990,93470.0,904.0
2493,2022-11-26 04:21:11,New Hampshire,US,38351,275,-77416.0,-715.0
2494,2022-11-26 04:21:11,New Hampshire,US,80630,610,42279.0,335.0
2495,2022-11-26 04:21:11,New Hampshire,US,35412,235,-45218.0,-375.0
2496,2022-11-26 04:21:11,New Hampshire,US,11343,78,-24069.0,-157.0
2497,2022-11-26 04:21:11,New Hampshire,US,2087,5,-9256.0,-73.0
2487,2022-11-27 04:21:05,New Hampshire,US,16577,199,14490.0,194.0
2488,2022-11-27 04:21:05,New Hampshire,US,11744,70,-4833.0,-129.0
2489,2022-11-27 04:21:05,New Hampshire,US,18188,129,6444.0,59.0
2490,2022-11-27 04:21:05,New Hampshire,US,8087,129,-10101.0,0.0
2491,2022-11-27 04:21:05,New Hampshire,US,22297,86,14210.0,-43.0
2492,2022-11-27 04:21:05,New Hampshire,US,115767,990,93470.0,904.0
2493,2022-11-27 04:21:05,New Hampshire,US,38351,275,-77416.0,-715.0
2494,2022-11-27 04:21:05,New Hampshire,US,80630,610,42279.0,335.0
2495,2022-11-27 04:21:05,New Hampshire,US,35412,235,-45218.0,-375.0
2496,2022-11-27 04:21:05,New Hampshire,US,11343,78,-24069.0,-157.0
2497,2022-11-27 04:21:05,New Hampshire,US,2087,5,-9256.0,-73.0
2487,2022-11-28 04:21:02,New Hampshire,US,16577,199,14490.0,194.0
2488,2022-11-28 04:21:02,New Hampshire,US,11744,70,-4833.0,-129.0
2489,2022-11-28 04:21:02,New Hampshire,US,18188,129,6444.0,59.0
2490,2022-11-28 04:21:02,New Hampshire,US,8087,129,-10101.0,0.0
2491,2022-11-28 04:21:02,New Hampshire,US,22297,86,14210.0,-43.0
2492,2022-11-28 04:21:02,New Hampshire,US,115767,990,93470.0,904.0
2493,2022-11-28 04:21:02,New Hampshire,US,38351,275,-77416.0,-715.0
2494,2022-11-28 04:21:02,New Hampshire,US,80630,610,42279.0,335.0
2495,2022-11-28 04:21:02,New Hampshire,US,35412,235,-45218.0,-375.0
2496,2022-11-28 04:21:02,New Hampshire,US,11343,78,-24069.0,-157.0
2497,2022-11-28 04:21:02,New Hampshire,US,2087,5,-9256.0,-73.0
2487,2022-11-29 04:21:05,New Hampshire,US,16602,199,14515.0,194.0
2488,2022-11-29 04:21:05,New Hampshire,US,11755,70,-4847.0,-129.0
2489,2022-11-29 04:21:05,New Hampshire,US,18221,129,6466.0,59.0
2490,2022-11-29 04:21:05,New Hampshire,US,8089,129,-10132.0,0.0
2491,2022-11-29 04:21:05,New Hampshire,US,22318,86,14229.0,-43.0
2492,2022-11-29 04:21:05,New Hampshire,US,115989,991,93671.0,905.0
2493,2022-11-29 04:21:05,New Hampshire,US,38392,276,-77597.0,-715.0
2494,2022-11-29 04:21:05,New Hampshire,US,80715,612,42323.0,336.0
2495,2022-11-29 04:21:05,New Hampshire,US,35442,236,-45273.0,-376.0
2496,2022-11-29 04:21:05,New Hampshire,US,11377,78,-24065.0,-158.0
2497,2022-11-29 04:21:05,New Hampshire,US,2119,6,-9258.0,-72.0
2487,2022-11-30 04:21:07,New Hampshire,US,16607,199,14488.0,193.0
2488,2022-11-30 04:21:07,New Hampshire,US,11759,70,-4848.0,-129.0
2489,2022-11-30 04:21:07,New Hampshire,US,18226,129,6467.0,59.0
2490,2022-11-30 04:21:07,New Hampshire,US,8091,129,-10135.0,0.0
2491,2022-11-30 04:21:07,New Hampshire,US,22325,86,14234.0,-43.0
2492,2022-11-30 04:21:07,New Hampshire,US,116028,991,93703.0,905.0
2493,2022-11-30 04:21:07,New Hampshire,US,38429,276,-77599.0,-715.0
2494,2022-11-30 04:21:07,New Hampshire,US,80735,613,42306.0,337.0
2495,2022-11-30 04:21:07,New Hampshire,US,35449,236,-45286.0,-377.0
2496,2022-11-30 04:21:07,New Hampshire,US,11380,79,-24069.0,-157.0
2497,2022-11-30 04:21:07,New Hampshire,US,2123,6,-9257.0,-73.0
2498,2022-11-23 04:21:06,New Jersey,US,85313,1056,83190.0,1050.0
2499,2022-11-23 04:21:06,New Jersey,US,300438,3608,215125.0,2552.0
2500,2022-11-23 04:21:06,New Jersey,US,131868,1321,-168570.0,-2287.0
2501,2022-11-23 04:21:06,New Jersey,US,158239,1920,26371.0,599.0
2502,2022-11-23 04:21:06,New Jersey,US,28097,329,-130142.0,-1591.0
2503,2022-11-23 04:21:06,New Jersey,US,48792,648,20695.0,319.0
2504,2022-11-23 04:21:06,New Jersey,US,272481,3694,223689.0,3046.0
2505,2022-11-23 04:21:06,New Jersey,US,86106,1015,-186375.0,-2679.0
2506,2022-11-23 04:21:06,New Jersey,US,221967,2805,135861.0,1790.0
2507,2022-11-23 04:21:06,New Jersey,US,32263,292,-189704.0,-2513.0
2508,2022-11-23 04:21:06,New Jersey,US,102799,1311,70536.0,1019.0
2509,2022-11-23 04:21:06,New Jersey,US,256039,2953,153240.0,1642.0
2510,2022-11-23 04:21:06,New Jersey,US,208367,2307,-47672.0,-646.0
2511,2022-11-23 04:21:06,New Jersey,US,154818,1640,-53549.0,-667.0
2512,2022-11-23 04:21:06,New Jersey,US,201205,3174,46387.0,1534.0
2513,2022-11-23 04:21:06,New Jersey,US,179388,2416,-21817.0,-758.0
2514,2022-11-23 04:21:06,New Jersey,US,17389,259,-161999.0,-2157.0
2515,2022-11-23 04:21:06,New Jersey,US,90948,1006,73559.0,747.0
2516,2022-11-23 04:21:06,New Jersey,US,42691,508,-48257.0,-498.0
2517,2022-11-23 04:21:06,New Jersey,US,1695,0,-40996.0,-508.0
2518,2022-11-23 04:21:06,New Jersey,US,183160,2447,181465.0,2447.0
2519,2022-11-23 04:21:06,New Jersey,US,29982,356,-153178.0,-2091.0
2498,2022-11-24 04:21:09,New Jersey,US,85346,1056,55364.0,700.0
2499,2022-11-24 04:21:09,New Jersey,US,300695,3608,215349.0,2552.0
2500,2022-11-24 04:21:09,New Jersey,US,131922,1322,-168773.0,-2286.0
2501,2022-11-24 04:21:09,New Jersey,US,158308,1920,26386.0,598.0
2502,2022-11-24 04:21:09,New Jersey,US,28114,329,-130194.0,-1591.0
2503,2022-11-24 04:21:09,New Jersey,US,48804,649,20690.0,320.0
2504,2022-11-24 04:21:09,New Jersey,US,272643,3694,223839.0,3045.0
2505,2022-11-24 04:21:09,New Jersey,US,86149,1016,-186494.0,-2678.0
2506,2022-11-24 04:21:09,New Jersey,US,222110,2806,135961.0,1790.0
2507,2022-11-24 04:21:09,New Jersey,US,32275,294,-189835.0,-2512.0
2508,2022-11-24 04:21:09,New Jersey,US,102830,1312,70555.0,1018.0
2509,2022-11-24 04:21:09,New Jersey,US,256160,2956,153330.0,1644.0
2510,2022-11-24 04:21:09,New Jersey,US,208489,2308,-47671.0,-648.0
2511,2022-11-24 04:21:09,New Jersey,US,154885,1640,-53604.0,-668.0
2512,2022-11-24 04:21:09,New Jersey,US,201316,3177,46431.0,1537.0
2513,2022-11-24 04:21:09,New Jersey,US,179459,2416,-21857.0,-761.0
2514,2022-11-24 04:21:09,New Jersey,US,17392,259,-162067.0,-2157.0
2515,2022-11-24 04:21:09,New Jersey,US,90987,1006,73595.0,747.0
2516,2022-11-24 04:21:09,New Jersey,US,42707,508,-48280.0,-498.0
2517,2022-11-24 04:21:09,New Jersey,US,1690,0,-41017.0,-508.0
2518,2022-11-24 04:21:09,New Jersey,US,183272,2447,181582.0,2447.0
2519,2022-11-24 04:21:09,New Jersey,US,29996,356,-153276.0,-2091.0
2498,2022-11-25 04:21:06,New Jersey,US,85346,1056,55350.0,700.0
2499,2022-11-25 04:21:06,New Jersey,US,300695,3608,215349.0,2552.0
2500,2022-11-25 04:21:06,New Jersey,US,131922,1322,-168773.0,-2286.0
2501,2022-11-25 04:21:06,New Jersey,US,158308,1920,26386.0,598.0
2502,2022-11-25 04:21:06,New Jersey,US,28114,329,-130194.0,-1591.0
2503,2022-11-25 04:21:06,New Jersey,US,48804,649,20690.0,320.0
2504,2022-11-25 04:21:06,New Jersey,US,272643,3694,223839.0,3045.0
2505,2022-11-25 04:21:06,New Jersey,US,86149,1016,-186494.0,-2678.0
2506,2022-11-25 04:21:06,New Jersey,US,222110,2806,135961.0,1790.0
2507,2022-11-25 04:21:06,New Jersey,US,32275,294,-189835.0,-2512.0
2508,2022-11-25 04:21:06,New Jersey,US,102830,1312,70555.0,1018.0
2509,2022-11-25 04:21:06,New Jersey,US,256160,2956,153330.0,1644.0
2510,2022-11-25 04:21:06,New Jersey,US,208489,2308,-47671.0,-648.0
2511,2022-11-25 04:21:06,New Jersey,US,154885,1640,-53604.0,-668.0
2512,2022-11-25 04:21:06,New Jersey,US,201316,3177,46431.0,1537.0
2513,2022-11-25 04:21:06,New Jersey,US,179459,2416,-21857.0,-761.0
2514,2022-11-25 04:21:06,New Jersey,US,17392,259,-162067.0,-2157.0
2515,2022-11-25 04:21:06,New Jersey,US,90987,1006,73595.0,747.0
2516,2022-11-25 04:21:06,New Jersey,US,42707,508,-48280.0,-498.0
2517,2022-11-25 04:21:06,New Jersey,US,1690,0,-41017.0,-508.0
2518,2022-11-25 04:21:06,New Jersey,US,183272,2447,181582.0,2447.0
2519,2022-11-25 04:21:06,New Jersey,US,29996,356,-153276.0,-2091.0
2498,2022-11-26 04:21:11,New Jersey,US,85346,1056,55350.0,700.0
2499,2022-11-26 04:21:11,New Jersey,US,300695,3608,215349.0,2552.0
2500,2022-11-26 04:21:11,New Jersey,US,131922,1322,-168773.0,-2286.0
2501,2022-11-26 04:21:11,New Jersey,US,158308,1920,26386.0,598.0
2502,2022-11-26 04:21:11,New Jersey,US,28114,329,-130194.0,-1591.0
2503,2022-11-26 04:21:11,New Jersey,US,48804,649,20690.0,320.0
2504,2022-11-26 04:21:11,New Jersey,US,272643,3694,223839.0,3045.0
2505,2022-11-26 04:21:11,New Jersey,US,86149,1016,-186494.0,-2678.0
2506,2022-11-26 04:21:11,New Jersey,US,222110,2806,135961.0,1790.0
2507,2022-11-26 04:21:11,New Jersey,US,32275,294,-189835.0,-2512.0
2508,2022-11-26 04:21:11,New Jersey,US,102830,1312,70555.0,1018.0
2509,2022-11-26 04:21:11,New Jersey,US,256160,2956,153330.0,1644.0
2510,2022-11-26 04:21:11,New Jersey,US,208489,2308,-47671.0,-648.0
2511,2022-11-26 04:21:11,New Jersey,US,154885,1640,-53604.0,-668.0
2512,2022-11-26 04:21:11,New Jersey,US,201316,3177,46431.0,1537.0
2513,2022-11-26 04:21:11,New Jersey,US,179459,2416,-21857.0,-761.0
2514,2022-11-26 04:21:11,New Jersey,US,17392,259,-162067.0,-2157.0
2515,2022-11-26 04:21:11,New Jersey,US,90987,1006,73595.0,747.0
2516,2022-11-26 04:21:11,New Jersey,US,42707,508,-48280.0,-498.0
2517,2022-11-26 04:21:11,New Jersey,US,1690,0,-41017.0,-508.0
2518,2022-11-26 04:21:11,New Jersey,US,183272,2447,181582.0,2447.0
2519,2022-11-26 04:21:11,New Jersey,US,29996,356,-153276.0,-2091.0
2498,2022-11-27 04:21:05,New Jersey,US,85346,1056,55350.0,700.0
2499,2022-11-27 04:21:05,New Jersey,US,300695,3608,215349.0,2552.0
2500,2022-11-27 04:21:05,New Jersey,US,131922,1322,-168773.0,-2286.0
2501,2022-11-27 04:21:05,New Jersey,US,158308,1920,26386.0,598.0
2502,2022-11-27 04:21:05,New Jersey,US,28114,329,-130194.0,-1591.0
2503,2022-11-27 04:21:05,New Jersey,US,48804,649,20690.0,320.0
2504,2022-11-27 04:21:05,New Jersey,US,272643,3694,223839.0,3045.0
2505,2022-11-27 04:21:05,New Jersey,US,86149,1016,-186494.0,-2678.0
2506,2022-11-27 04:21:05,New Jersey,US,222110,2806,135961.0,1790.0
2507,2022-11-27 04:21:05,New Jersey,US,32275,294,-189835.0,-2512.0
2508,2022-11-27 04:21:05,New Jersey,US,102830,1312,70555.0,1018.0
2509,2022-11-27 04:21:05,New Jersey,US,256160,2956,153330.0,1644.0
2510,2022-11-27 04:21:05,New Jersey,US,208489,2308,-47671.0,-648.0
2511,2022-11-27 04:21:05,New Jersey,US,154885,1640,-53604.0,-668.0
2512,2022-11-27 04:21:05,New Jersey,US,201316,3177,46431.0,1537.0
2513,2022-11-27 04:21:05,New Jersey,US,179459,2416,-21857.0,-761.0
2514,2022-11-27 04:21:05,New Jersey,US,17392,259,-162067.0,-2157.0
2515,2022-11-27 04:21:05,New Jersey,US,90987,1006,73595.0,747.0
2516,2022-11-27 04:21:05,New Jersey,US,42707,508,-48280.0,-498.0
2517,2022-11-27 04:21:05,New Jersey,US,1690,0,-41017.0,-508.0
2518,2022-11-27 04:21:05,New Jersey,US,183272,2447,181582.0,2447.0
2519,2022-11-27 04:21:05,New Jersey,US,29996,356,-153276.0,-2091.0
2498,2022-11-28 04:21:02,New Jersey,US,85346,1056,55350.0,700.0
2499,2022-11-28 04:21:02,New Jersey,US,300695,3608,215349.0,2552.0
2500,2022-11-28 04:21:02,New Jersey,US,131922,1322,-168773.0,-2286.0
2501,2022-11-28 04:21:02,New Jersey,US,158308,1920,26386.0,598.0
2502,2022-11-28 04:21:02,New Jersey,US,28114,329,-130194.0,-1591.0
2503,2022-11-28 04:21:02,New Jersey,US,48804,649,20690.0,320.0
2504,2022-11-28 04:21:02,New Jersey,US,272643,3694,223839.0,3045.0
2505,2022-11-28 04:21:02,New Jersey,US,86149,1016,-186494.0,-2678.0
2506,2022-11-28 04:21:02,New Jersey,US,222110,2806,135961.0,1790.0
2507,2022-11-28 04:21:02,New Jersey,US,32275,294,-189835.0,-2512.0
2508,2022-11-28 04:21:02,New Jersey,US,102830,1312,70555.0,1018.0
2509,2022-11-28 04:21:02,New Jersey,US,256160,2956,153330.0,1644.0
2510,2022-11-28 04:21:02,New Jersey,US,208489,2308,-47671.0,-648.0
2511,2022-11-28 04:21:02,New Jersey,US,154885,1640,-53604.0,-668.0
2512,2022-11-28 04:21:02,New Jersey,US,201316,3177,46431.0,1537.0
2513,2022-11-28 04:21:02,New Jersey,US,179459,2416,-21857.0,-761.0
2514,2022-11-28 04:21:02,New Jersey,US,17392,259,-162067.0,-2157.0
2515,2022-11-28 04:21:02,New Jersey,US,90987,1006,73595.0,747.0
2516,2022-11-28 04:21:02,New Jersey,US,42707,508,-48280.0,-498.0
2517,2022-11-28 04:21:02,New Jersey,US,1690,0,-41017.0,-508.0
2518,2022-11-28 04:21:02,New Jersey,US,183272,2447,181582.0,2447.0
2519,2022-11-28 04:21:02,New Jersey,US,29996,356,-153276.0,-2091.0
2498,2022-11-29 04:21:05,New Jersey,US,85580,1056,55584.0,700.0
2499,2022-11-29 04:21:05,New Jersey,US,301770,3610,216190.0,2554.0
2500,2022-11-29 04:21:05,New Jersey,US,132214,1322,-169556.0,-2288.0
2501,2022-11-29 04:21:05,New Jersey,US,158674,1919,26460.0,597.0
2502,2022-11-29 04:21:05,New Jersey,US,28206,329,-130468.0,-1590.0
2503,2022-11-29 04:21:05,New Jersey,US,48868,651,20662.0,322.0
2504,2022-11-29 04:21:05,New Jersey,US,273386,3696,224518.0,3045.0
2505,2022-11-29 04:21:05,New Jersey,US,86325,1020,-187061.0,-2676.0
2506,2022-11-29 04:21:05,New Jersey,US,222775,2806,136450.0,1786.0
2507,2022-11-29 04:21:05,New Jersey,US,32342,294,-190433.0,-2512.0
2508,2022-11-29 04:21:05,New Jersey,US,103091,1311,70749.0,1017.0
2509,2022-11-29 04:21:05,New Jersey,US,256870,2957,153779.0,1646.0
2510,2022-11-29 04:21:05,New Jersey,US,209075,2311,-47795.0,-646.0
2511,2022-11-29 04:21:05,New Jersey,US,155286,1640,-53789.0,-671.0
2512,2022-11-29 04:21:05,New Jersey,US,201897,3176,46611.0,1536.0
2513,2022-11-29 04:21:05,New Jersey,US,180006,2415,-21891.0,-761.0
2514,2022-11-29 04:21:05,New Jersey,US,17411,259,-162595.0,-2156.0
2515,2022-11-29 04:21:05,New Jersey,US,91189,1007,73778.0,748.0
2516,2022-11-29 04:21:05,New Jersey,US,42820,510,-48369.0,-497.0
2517,2022-11-29 04:21:05,New Jersey,US,1700,0,-41120.0,-510.0
2518,2022-11-29 04:21:05,New Jersey,US,183773,2448,182073.0,2448.0
2519,2022-11-29 04:21:05,New Jersey,US,30059,356,-153714.0,-2092.0
2498,2022-11-30 04:21:07,New Jersey,US,85631,1057,55572.0,701.0
2499,2022-11-30 04:21:07,New Jersey,US,302087,3612,216456.0,2555.0
2500,2022-11-30 04:21:07,New Jersey,US,132304,1322,-169783.0,-2290.0
2501,2022-11-30 04:21:07,New Jersey,US,158790,1921,26486.0,599.0
2502,2022-11-30 04:21:07,New Jersey,US,28240,329,-130550.0,-1592.0
2503,2022-11-30 04:21:07,New Jersey,US,48906,651,20666.0,322.0
2504,2022-11-30 04:21:07,New Jersey,US,273566,3696,224660.0,3045.0
2505,2022-11-30 04:21:07,New Jersey,US,86368,1020,-187198.0,-2676.0
2506,2022-11-30 04:21:07,New Jersey,US,222972,2806,136604.0,1786.0
2507,2022-11-30 04:21:07,New Jersey,US,32374,295,-190598.0,-2511.0
2508,2022-11-30 04:21:07,New Jersey,US,103147,1311,70773.0,1016.0
2509,2022-11-30 04:21:07,New Jersey,US,257120,2959,153973.0,1648.0
2510,2022-11-30 04:21:07,New Jersey,US,209224,2314,-47896.0,-645.0
2511,2022-11-30 04:21:07,New Jersey,US,155423,1639,-53801.0,-675.0
2512,2022-11-30 04:21:07,New Jersey,US,202024,3181,46601.0,1542.0
2513,2022-11-30 04:21:07,New Jersey,US,180178,2417,-21846.0,-764.0
2514,2022-11-30 04:21:07,New Jersey,US,17425,259,-162753.0,-2158.0
2515,2022-11-30 04:21:07,New Jersey,US,91287,1007,73862.0,748.0
2516,2022-11-30 04:21:07,New Jersey,US,42844,510,-48443.0,-497.0
2517,2022-11-30 04:21:07,New Jersey,US,1676,0,-41168.0,-510.0
2518,2022-11-30 04:21:07,New Jersey,US,183920,2448,182244.0,2448.0
2519,2022-11-30 04:21:07,New Jersey,US,30094,356,-153826.0,-2092.0
2520,2022-11-23 04:21:06,New Mexico,US,188916,2138,158822.0,1782.0
2521,2022-11-23 04:21:06,New Mexico,US,500,22,-188416.0,-2116.0
2522,2022-11-23 04:21:06,New Mexico,US,23951,357,23451.0,335.0
2523,2022-11-23 04:21:06,New Mexico,US,8863,207,-15088.0,-150.0
2524,2022-11-23 04:21:06,New Mexico,US,2730,68,-6133.0,-139.0
2525,2022-11-23 04:21:06,New Mexico,US,14699,231,11969.0,163.0
2526,2022-11-23 04:21:06,New Mexico,US,710,6,-13989.0,-225.0
2527,2022-11-23 04:21:06,New Mexico,US,73257,914,72547.0,908.0
2528,2022-11-23 04:21:06,New Mexico,US,18757,322,-54500.0,-592.0
2529,2022-11-23 04:21:06,New Mexico,US,9216,107,-9541.0,-215.0
2530,2022-11-23 04:21:06,New Mexico,US,1286,18,-7930.0,-89.0
2531,2022-11-23 04:21:06,New Mexico,US,100,4,-1186.0,-14.0
2532,2022-11-23 04:21:06,New Mexico,US,1276,16,1176.0,12.0
2533,2022-11-23 04:21:06,New Mexico,US,21781,406,20505.0,390.0
2534,2022-11-23 04:21:06,New Mexico,US,6297,70,-15484.0,-336.0
2535,2022-11-23 04:21:06,New Mexico,US,4431,22,-1866.0,-48.0
2536,2022-11-23 04:21:06,New Mexico,US,7752,147,3321.0,125.0
2537,2022-11-23 04:21:06,New Mexico,US,31515,637,23763.0,490.0
2538,2022-11-23 04:21:06,New Mexico,US,963,20,-30552.0,-617.0
2539,2022-11-23 04:21:06,New Mexico,US,16175,217,15212.0,197.0
2540,2022-11-23 04:21:06,New Mexico,US,2426,69,-13749.0,-148.0
2541,2022-11-23 04:21:06,New Mexico,US,12829,158,10403.0,89.0
2542,2022-11-23 04:21:06,New Mexico,US,5895,109,-6934.0,-49.0
2543,2022-11-23 04:21:06,New Mexico,US,50059,836,44164.0,727.0
2544,2022-11-23 04:21:06,New Mexico,US,7361,75,-42698.0,-761.0
2545,2022-11-23 04:21:06,New Mexico,US,43081,488,35720.0,413.0
2546,2022-11-23 04:21:06,New Mexico,US,38754,366,-4327.0,-122.0
2547,2022-11-23 04:21:06,New Mexico,US,2395,85,-36359.0,-281.0
2548,2022-11-23 04:21:06,New Mexico,US,4538,96,2143.0,11.0
2549,2022-11-23 04:21:06,New Mexico,US,7069,101,2531.0,5.0
2550,2022-11-23 04:21:06,New Mexico,US,3190,59,-3879.0,-42.0
2551,2022-11-23 04:21:06,New Mexico,US,7098,0,3908.0,-59.0
2552,2022-11-23 04:21:06,New Mexico,US,918,20,-6180.0,20.0
2553,2022-11-23 04:21:06,New Mexico,US,23093,307,22175.0,287.0
2520,2022-11-24 04:21:09,New Mexico,US,189146,2140,166053.0,1833.0
2521,2022-11-24 04:21:09,New Mexico,US,500,22,-188646.0,-2118.0
2522,2022-11-24 04:21:09,New Mexico,US,23967,357,23467.0,335.0
2523,2022-11-24 04:21:09,New Mexico,US,8866,207,-15101.0,-150.0
2524,2022-11-24 04:21:09,New Mexico,US,2730,68,-6136.0,-139.0
2525,2022-11-24 04:21:09,New Mexico,US,14706,231,11976.0,163.0
2526,2022-11-24 04:21:09,New Mexico,US,711,6,-13995.0,-225.0
2527,2022-11-24 04:21:09,New Mexico,US,73309,914,72598.0,908.0
2528,2022-11-24 04:21:09,New Mexico,US,18762,322,-54547.0,-592.0
2529,2022-11-24 04:21:09,New Mexico,US,9244,107,-9518.0,-215.0
2530,2022-11-24 04:21:09,New Mexico,US,1288,18,-7956.0,-89.0
2531,2022-11-24 04:21:09,New Mexico,US,100,4,-1188.0,-14.0
2532,2022-11-24 04:21:09,New Mexico,US,1278,16,1178.0,12.0
2533,2022-11-24 04:21:09,New Mexico,US,21795,406,20517.0,390.0
2534,2022-11-24 04:21:09,New Mexico,US,6303,70,-15492.0,-336.0
2535,2022-11-24 04:21:09,New Mexico,US,4440,22,-1863.0,-48.0
2536,2022-11-24 04:21:09,New Mexico,US,7759,147,3319.0,125.0
2537,2022-11-24 04:21:09,New Mexico,US,31551,637,23792.0,490.0
2538,2022-11-24 04:21:09,New Mexico,US,967,20,-30584.0,-617.0
2539,2022-11-24 04:21:09,New Mexico,US,16187,217,15220.0,197.0
2540,2022-11-24 04:21:09,New Mexico,US,2431,69,-13756.0,-148.0
2541,2022-11-24 04:21:09,New Mexico,US,12859,158,10428.0,89.0
2542,2022-11-24 04:21:09,New Mexico,US,5895,109,-6964.0,-49.0
