,Last_Update,Province_State,Country_Region,Confirmed,Deaths,Confirmed_perday,Deaths_perday
262,2022-11-25 04:21:06,Himachal Pradesh,India,312552,4211,2.0,0.0
262,2022-11-26 04:21:11,Himachal Pradesh,India,312558,4211,6.0,0.0
262,2022-11-27 04:21:05,Himachal Pradesh,India,312560,4211,2.0,0.0
262,2022-11-28 04:21:02,Himachal Pradesh,India,312562,4211,2.0,0.0
262,2022-11-29 04:21:05,Himachal Pradesh,India,312564,4211,2.0,0.0
262,2022-11-30 04:21:07,Himachal Pradesh,India,312567,4212,3.0,1.0
263,2022-11-23 04:21:06,Jammu and Kashmir,India,479342,4785,166775.0,573.0
263,2022-11-24 04:21:09,Jammu and Kashmir,India,479344,4785,2.0,0.0
263,2022-11-25 04:21:06,Jammu and Kashmir,India,479346,4785,2.0,0.0
263,2022-11-26 04:21:11,Jammu and Kashmir,India,479348,4785,2.0,0.0
263,2022-11-27 04:21:05,Jammu and Kashmir,India,479356,4785,8.0,0.0
263,2022-11-28 04:21:02,Jammu and Kashmir,India,479363,4785,7.0,0.0
263,2022-11-29 04:21:05,Jammu and Kashmir,India,479363,4785,0.0,0.0
263,2022-11-30 04:21:07,Jammu and Kashmir,India,479365,4785,2.0,0.0
264,2022-11-23 04:21:06,Jharkhand,India,442565,5331,-36800.0,546.0
264,2022-11-24 04:21:09,Jharkhand,India,442565,5331,0.0,0.0
264,2022-11-25 04:21:06,Jharkhand,India,442566,5331,1.0,0.0
264,2022-11-26 04:21:11,Jharkhand,India,442566,5331,0.0,0.0
264,2022-11-27 04:21:05,Jharkhand,India,442566,5331,0.0,0.0
264,2022-11-28 04:21:02,Jharkhand,India,442567,5331,1.0,0.0
264,2022-11-29 04:21:05,Jharkhand,India,442567,5331,0.0,0.0
264,2022-11-30 04:21:07,Jharkhand,India,442567,5331,0.0,0.0
265,2022-11-23 04:21:06,Karnataka,India,4070868,40302,3628301.0,34971.0
265,2022-11-24 04:21:09,Karnataka,India,4070929,40302,61.0,0.0
265,2022-11-25 04:21:06,Karnataka,India,4070990,40303,61.0,1.0
265,2022-11-26 04:21:11,Karnataka,India,4071054,40303,64.0,0.0
265,2022-11-27 04:21:05,Karnataka,India,4071104,40303,50.0,0.0
265,2022-11-28 04:21:02,Karnataka,India,4071116,40303,12.0,0.0
265,2022-11-29 04:21:05,Karnataka,India,4071162,40303,46.0,0.0
265,2022-11-30 04:21:07,Karnataka,India,4071235,40303,73.0,0.0
266,2022-11-23 04:21:06,Kerala,India,6825459,71481,2754224.0,31178.0
266,2022-11-24 04:21:09,Kerala,India,6825585,71485,126.0,4.0
266,2022-11-25 04:21:06,Kerala,India,6825707,71485,122.0,0.0
266,2022-11-26 04:21:11,Kerala,India,6825819,71487,112.0,2.0
266,2022-11-27 04:21:05,Kerala,India,6825913,71490,94.0,3.0
266,2022-11-28 04:21:02,Kerala,India,6826035,71492,122.0,2.0
266,2022-11-29 04:21:05,Kerala,India,6826118,71492,83.0,0.0
266,2022-11-30 04:21:07,Kerala,India,6826175,71495,57.0,3.0
267,2022-11-23 04:21:06,Ladakh,India,29403,231,-6796772.0,-71264.0
267,2022-11-24 04:21:09,Ladakh,India,29403,231,0.0,0.0
267,2022-11-25 04:21:06,Ladakh,India,29403,231,0.0,0.0
267,2022-11-26 04:21:11,Ladakh,India,29404,231,1.0,0.0
267,2022-11-27 04:21:05,Ladakh,India,29404,231,0.0,0.0
267,2022-11-28 04:21:02,Ladakh,India,29404,231,0.0,0.0
267,2022-11-29 04:21:05,Ladakh,India,29405,231,1.0,0.0
267,2022-11-30 04:21:07,Ladakh,India,29406,231,1.0,0.0
268,2022-11-23 04:21:06,Lakshadweep,India,11415,52,-17991.0,-179.0
268,2022-11-24 04:21:09,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-25 04:21:06,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-26 04:21:11,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-27 04:21:05,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-28 04:21:02,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-29 04:21:05,Lakshadweep,India,11415,52,0.0,0.0
268,2022-11-30 04:21:07,Lakshadweep,India,11415,52,0.0,0.0
269,2022-11-23 04:21:06,Madhya Pradesh,India,1054889,10776,1043474.0,10724.0
269,2022-11-24 04:21:09,Madhya Pradesh,India,1054891,10776,2.0,0.0
269,2022-11-25 04:21:06,Madhya Pradesh,India,1054893,10776,2.0,0.0
269,2022-11-26 04:21:11,Madhya Pradesh,India,1054896,10776,3.0,0.0
269,2022-11-27 04:21:05,Madhya Pradesh,India,1054897,10776,1.0,0.0
269,2022-11-28 04:21:02,Madhya Pradesh,India,1054897,10776,0.0,0.0
269,2022-11-29 04:21:05,Madhya Pradesh,India,1054898,10776,1.0,0.0
269,2022-11-30 04:21:07,Madhya Pradesh,India,1054899,10776,1.0,0.0
270,2022-11-23 04:21:06,Maharashtra,India,8135309,148404,7080410.0,137628.0
270,2022-11-24 04:21:09,Maharashtra,India,8135398,148404,89.0,0.0
270,2022-11-25 04:21:06,Maharashtra,India,8135450,148404,52.0,0.0
270,2022-11-26 04:21:11,Maharashtra,India,8135522,148405,72.0,1.0
270,2022-11-27 04:21:05,Maharashtra,India,8135620,148406,98.0,1.0
270,2022-11-28 04:21:02,Maharashtra,India,8135684,148406,64.0,0.0
270,2022-11-29 04:21:05,Maharashtra,India,8135707,148406,23.0,0.0
270,2022-11-30 04:21:07,Maharashtra,India,8135757,148407,50.0,1.0
271,2022-11-23 04:21:06,Manipur,India,139912,2149,-7995845.0,-146258.0
271,2022-11-24 04:21:09,Manipur,India,139913,2149,1.0,0.0
271,2022-11-25 04:21:06,Manipur,India,139913,2149,0.0,0.0
271,2022-11-26 04:21:11,Manipur,India,139915,2149,2.0,0.0
271,2022-11-27 04:21:05,Manipur,India,139915,2149,0.0,0.0
271,2022-11-28 04:21:02,Manipur,India,139915,2149,0.0,0.0
271,2022-11-29 04:21:05,Manipur,India,139916,2149,1.0,0.0
271,2022-11-30 04:21:07,Manipur,India,139918,2149,2.0,0.0
272,2022-11-23 04:21:06,Meghalaya,India,96775,1624,-43143.0,-525.0
272,2022-11-24 04:21:09,Meghalaya,India,96775,1624,0.0,0.0
272,2022-11-25 04:21:06,Meghalaya,India,96775,1624,0.0,0.0
272,2022-11-26 04:21:11,Meghalaya,India,96776,1624,1.0,0.0
272,2022-11-27 04:21:05,Meghalaya,India,96776,1624,0.0,0.0
272,2022-11-28 04:21:02,Meghalaya,India,96776,1624,0.0,0.0
272,2022-11-29 04:21:05,Meghalaya,India,96776,1624,0.0,0.0
272,2022-11-30 04:21:07,Meghalaya,India,96777,1624,1.0,0.0
273,2022-11-23 04:21:06,Mizoram,India,238942,726,142165.0,-898.0
273,2022-11-24 04:21:09,Mizoram,India,238945,726,3.0,0.0
273,2022-11-25 04:21:06,Mizoram,India,238946,726,1.0,0.0
273,2022-11-26 04:21:11,Mizoram,India,238950,726,4.0,0.0
273,2022-11-27 04:21:05,Mizoram,India,238950,726,0.0,0.0
273,2022-11-28 04:21:02,Mizoram,India,238950,726,0.0,0.0
273,2022-11-29 04:21:05,Mizoram,India,238950,726,0.0,0.0
273,2022-11-30 04:21:07,Mizoram,India,238951,726,1.0,0.0
274,2022-11-23 04:21:06,Nagaland,India,35986,782,-202965.0,56.0
274,2022-11-24 04:21:09,Nagaland,India,35986,782,0.0,0.0
274,2022-11-25 04:21:06,Nagaland,India,35986,782,0.0,0.0
274,2022-11-26 04:21:11,Nagaland,India,35986,782,0.0,0.0
274,2022-11-27 04:21:05,Nagaland,India,35986,782,0.0,0.0
274,2022-11-28 04:21:02,Nagaland,India,35986,782,0.0,0.0
274,2022-11-29 04:21:05,Nagaland,India,35986,782,0.0,0.0
274,2022-11-30 04:21:07,Nagaland,India,35986,782,0.0,0.0
275,2022-11-23 04:21:06,Odisha,India,1336394,9204,1300408.0,8422.0
275,2022-11-24 04:21:09,Odisha,India,1336405,9204,11.0,0.0
275,2022-11-25 04:21:06,Odisha,India,1336408,9204,3.0,0.0
275,2022-11-26 04:21:11,Odisha,India,1336414,9204,6.0,0.0
275,2022-11-27 04:21:05,Odisha,India,1336419,9204,5.0,0.0
275,2022-11-28 04:21:02,Odisha,India,1336425,9204,6.0,0.0
275,2022-11-29 04:21:05,Odisha,India,1336427,9204,2.0,0.0
275,2022-11-30 04:21:07,Odisha,India,1336439,9204,12.0,0.0
276,2022-11-23 04:21:06,Puducherry,India,175483,1975,-1160956.0,-7229.0
276,2022-11-24 04:21:09,Puducherry,India,175484,1975,1.0,0.0
276,2022-11-25 04:21:06,Puducherry,India,175485,1975,1.0,0.0
276,2022-11-26 04:21:11,Puducherry,India,175485,1975,0.0,0.0
276,2022-11-27 04:21:05,Puducherry,India,175485,1975,0.0,0.0
276,2022-11-28 04:21:02,Puducherry,India,175485,1975,0.0,0.0
276,2022-11-29 04:21:05,Puducherry,India,175485,1975,0.0,0.0
276,2022-11-30 04:21:07,Puducherry,India,175485,1975,0.0,0.0
277,2022-11-23 04:21:06,Punjab,India,785349,19289,609864.0,17314.0
277,2022-11-24 04:21:09,Punjab,India,785350,19289,1.0,0.0
277,2022-11-25 04:21:06,Punjab,India,785351,19289,1.0,0.0
277,2022-11-26 04:21:11,Punjab,India,785351,19289,0.0,0.0
277,2022-11-27 04:21:05,Punjab,India,785353,19289,2.0,0.0
277,2022-11-28 04:21:02,Punjab,India,785356,19289,3.0,0.0
277,2022-11-29 04:21:05,Punjab,India,785358,19289,2.0,0.0
277,2022-11-30 04:21:07,Punjab,India,785358,19289,0.0,0.0
278,2022-11-23 04:21:06,Rajasthan,India,1315153,9652,529795.0,-9637.0
278,2022-11-24 04:21:09,Rajasthan,India,1315167,9653,14.0,1.0
278,2022-11-25 04:21:06,Rajasthan,India,1315179,9653,12.0,0.0
278,2022-11-26 04:21:11,Rajasthan,India,1315199,9653,20.0,0.0
278,2022-11-27 04:21:05,Rajasthan,India,1315207,9653,8.0,0.0
278,2022-11-28 04:21:02,Rajasthan,India,1315214,9653,7.0,0.0
278,2022-11-29 04:21:05,Rajasthan,India,1315221,9653,7.0,0.0
278,2022-11-30 04:21:07,Rajasthan,India,1315224,9653,3.0,0.0
279,2022-11-23 04:21:06,Sikkim,India,44311,499,-1270913.0,-9154.0
279,2022-11-24 04:21:09,Sikkim,India,44311,499,0.0,0.0
279,2022-11-25 04:21:06,Sikkim,India,44312,499,1.0,0.0
279,2022-11-26 04:21:11,Sikkim,India,44313,499,1.0,0.0
279,2022-11-27 04:21:05,Sikkim,India,44314,499,1.0,0.0
279,2022-11-28 04:21:02,Sikkim,India,44314,499,0.0,0.0
279,2022-11-29 04:21:05,Sikkim,India,44314,499,0.0,0.0
279,2022-11-30 04:21:07,Sikkim,India,44314,499,0.0,0.0
280,2022-11-23 04:21:06,Tamil Nadu,India,3593943,38049,3549629.0,37550.0
280,2022-11-24 04:21:09,Tamil Nadu,India,3593975,38049,32.0,0.0
280,2022-11-25 04:21:06,Tamil Nadu,India,3594006,38049,31.0,0.0
280,2022-11-26 04:21:11,Tamil Nadu,India,3594035,38049,29.0,0.0
280,2022-11-27 04:21:05,Tamil Nadu,India,3594062,38049,27.0,0.0
280,2022-11-28 04:21:02,Tamil Nadu,India,3594087,38049,25.0,0.0
280,2022-11-29 04:21:05,Tamil Nadu,India,3594109,38049,22.0,0.0
280,2022-11-30 04:21:07,Tamil Nadu,India,3594128,38049,19.0,0.0
281,2022-11-23 04:21:06,Telangana,India,841030,4111,-2753098.0,-33938.0
281,2022-11-24 04:21:09,Telangana,India,841042,4111,12.0,0.0
281,2022-11-25 04:21:06,Telangana,India,841052,4111,10.0,0.0
281,2022-11-26 04:21:11,Telangana,India,841066,4111,14.0,0.0
281,2022-11-27 04:21:05,Telangana,India,841070,4111,4.0,0.0
281,2022-11-28 04:21:02,Telangana,India,841074,4111,4.0,0.0
281,2022-11-29 04:21:05,Telangana,India,841076,4111,2.0,0.0
281,2022-11-30 04:21:07,Telangana,India,841085,4111,9.0,0.0
282,2022-11-23 04:21:06,Tripura,India,108031,940,-733054.0,-3171.0
282,2022-11-24 04:21:09,Tripura,India,108032,940,1.0,0.0
282,2022-11-25 04:21:06,Tripura,India,108032,940,0.0,0.0
282,2022-11-26 04:21:11,Tripura,India,108032,940,0.0,0.0
282,2022-11-27 04:21:05,Tripura,India,108032,940,0.0,0.0
282,2022-11-28 04:21:02,Tripura,India,108032,940,0.0,0.0
282,2022-11-29 04:21:05,Tripura,India,108032,940,0.0,0.0
282,2022-11-30 04:21:07,Tripura,India,108032,940,0.0,0.0
283,2022-11-23 04:21:06,Unknown,India,0,0,-108032.0,-940.0
283,2022-11-24 04:21:09,Unknown,India,0,0,0.0,0.0
283,2022-11-25 04:21:06,Unknown,India,0,0,0.0,0.0
283,2022-11-26 04:21:11,Unknown,India,0,0,0.0,0.0
283,2022-11-27 04:21:05,Unknown,India,0,0,0.0,0.0
283,2022-11-28 04:21:02,Unknown,India,0,0,0.0,0.0
283,2022-11-29 04:21:05,Unknown,India,0,0,0.0,0.0
283,2022-11-30 04:21:07,Unknown,India,0,0,0.0,0.0
284,2022-11-23 04:21:06,Uttar Pradesh,India,2127995,23631,2127995.0,23631.0
284,2022-11-24 04:21:09,Uttar Pradesh,India,2128003,23631,8.0,0.0
284,2022-11-25 04:21:06,Uttar Pradesh,India,2128012,23631,9.0,0.0
284,2022-11-26 04:21:11,Uttar Pradesh,India,2128014,23632,2.0,1.0
284,2022-11-27 04:21:05,Uttar Pradesh,India,2128020,23632,6.0,0.0
284,2022-11-28 04:21:02,Uttar Pradesh,India,2128025,23632,5.0,0.0
284,2022-11-29 04:21:05,Uttar Pradesh,India,2128026,23632,1.0,0.0
284,2022-11-30 04:21:07,Uttar Pradesh,India,2128028,23632,2.0,0.0
285,2022-11-23 04:21:06,Uttarakhand,India,449273,7751,-1678755.0,-15881.0
285,2022-11-24 04:21:09,Uttarakhand,India,449277,7751,4.0,0.0
285,2022-11-25 04:21:06,Uttarakhand,India,449279,7751,2.0,0.0
285,2022-11-26 04:21:11,Uttarakhand,India,449282,7751,3.0,0.0
285,2022-11-27 04:21:05,Uttarakhand,India,449284,7751,2.0,0.0
285,2022-11-28 04:21:02,Uttarakhand,India,449287,7751,3.0,0.0
285,2022-11-29 04:21:05,Uttarakhand,India,449287,7751,0.0,0.0
285,2022-11-30 04:21:07,Uttarakhand,India,449289,7751,2.0,0.0
286,2022-11-23 04:21:06,West Bengal,India,2118433,21531,1669144.0,13780.0
286,2022-11-24 04:21:09,West Bengal,India,2118438,21531,5.0,0.0
286,2022-11-25 04:21:06,West Bengal,India,2118443,21531,5.0,0.0
286,2022-11-26 04:21:11,West Bengal,India,2118448,21531,5.0,0.0
286,2022-11-27 04:21:05,West Bengal,India,2118451,21531,3.0,0.0
286,2022-11-28 04:21:02,West Bengal,India,2118454,21531,3.0,0.0
286,2022-11-29 04:21:05,West Bengal,India,2118461,21531,7.0,0.0
286,2022-11-30 04:21:07,West Bengal,India,2118464,21531,3.0,0.0
287,2022-11-23 04:21:06,None,Indonesia,6620317,159473,4501853.0,137942.0
287,2022-11-24 04:21:09,None,Indonesia,6627538,159524,7221.0,51.0
287,2022-11-25 04:21:06,None,Indonesia,6634648,159565,7110.0,41.0
287,2022-11-26 04:21:11,None,Indonesia,6640624,159600,5976.0,35.0
287,2022-11-27 04:21:05,None,Indonesia,6646093,159641,5469.0,41.0
287,2022-11-28 04:21:02,None,Indonesia,6650244,159676,4151.0,35.0
287,2022-11-29 04:21:05,None,Indonesia,6653469,159735,3225.0,59.0
287,2022-11-30 04:21:07,None,Indonesia,6659235,159789,5766.0,54.0
288,2022-11-23 04:21:06,None,Iran,7559416,144630,900181.0,-15159.0
288,2022-11-24 04:21:09,None,Iran,7559446,144632,30.0,2.0
288,2022-11-25 04:21:06,None,Iran,7559467,144633,21.0,1.0
288,2022-11-26 04:21:11,None,Iran,7559492,144633,25.0,0.0
288,2022-11-27 04:21:05,None,Iran,7559526,144633,34.0,0.0
288,2022-11-28 04:21:02,None,Iran,7559589,144633,63.0,0.0
288,2022-11-29 04:21:05,None,Iran,7559634,144633,45.0,0.0
288,2022-11-30 04:21:07,None,Iran,7559664,144633,30.0,0.0
289,2022-11-23 04:21:06,None,Iraq,2463021,25363,-5096643.0,-119270.0
289,2022-11-24 04:21:09,None,Iraq,2463021,25363,0.0,0.0
289,2022-11-25 04:21:06,None,Iraq,2463021,25363,0.0,0.0
289,2022-11-26 04:21:11,None,Iraq,2463021,25363,0.0,0.0
289,2022-11-27 04:21:05,None,Iraq,2463021,25363,0.0,0.0
289,2022-11-28 04:21:02,None,Iraq,2463021,25363,0.0,0.0
289,2022-11-29 04:21:05,None,Iraq,2463724,25364,703.0,1.0
289,2022-11-30 04:21:07,None,Iraq,2463724,25364,0.0,0.0
290,2022-11-23 04:21:06,None,Ireland,1677386,8141,-786338.0,-17223.0
290,2022-11-24 04:21:09,None,Ireland,1678827,8170,1441.0,29.0
290,2022-11-25 04:21:06,None,Ireland,1678827,8170,0.0,0.0
290,2022-11-26 04:21:11,None,Ireland,1678827,8170,0.0,0.0
290,2022-11-27 04:21:05,None,Ireland,1678827,8170,0.0,0.0
290,2022-11-28 04:21:02,None,Ireland,1678827,8170,0.0,0.0
290,2022-11-29 04:21:05,None,Ireland,1678827,8170,0.0,0.0
290,2022-11-30 04:21:07,None,Ireland,1678827,8170,0.0,0.0
291,2022-11-23 04:21:06,None,Israel,4709796,11823,3030969.0,3653.0
291,2022-11-24 04:21:09,None,Israel,4709796,11823,0.0,0.0
291,2022-11-25 04:21:06,None,Israel,4711855,11823,2059.0,0.0
291,2022-11-26 04:21:11,None,Israel,4713846,11828,1991.0,5.0
291,2022-11-27 04:21:05,None,Israel,4715087,11828,1241.0,0.0
291,2022-11-28 04:21:02,None,Israel,4716281,11834,1194.0,6.0
291,2022-11-29 04:21:05,None,Israel,4718364,11845,2083.0,11.0
291,2022-11-30 04:21:07,None,Israel,4718364,11845,0.0,0.0
292,2022-11-23 04:21:06,Abruzzo,Italy,600580,3741,-4117784.0,-8104.0
292,2022-11-24 04:21:09,Abruzzo,Italy,600580,3741,0.0,0.0
292,2022-11-25 04:21:06,Abruzzo,Italy,600580,3741,0.0,0.0
292,2022-11-26 04:21:11,Abruzzo,Italy,606454,3756,5874.0,15.0
292,2022-11-27 04:21:05,Abruzzo,Italy,606454,3756,0.0,0.0
292,2022-11-28 04:21:02,Abruzzo,Italy,606454,3756,0.0,0.0
292,2022-11-29 04:21:05,Abruzzo,Italy,606454,3756,0.0,0.0
292,2022-11-30 04:21:07,Abruzzo,Italy,606454,3756,0.0,0.0
293,2022-11-23 04:21:06,Basilicata,Italy,191077,990,-415377.0,-2766.0
293,2022-11-24 04:21:09,Basilicata,Italy,191077,990,0.0,0.0
293,2022-11-25 04:21:06,Basilicata,Italy,191077,990,0.0,0.0
293,2022-11-26 04:21:11,Basilicata,Italy,191882,994,805.0,4.0
293,2022-11-27 04:21:05,Basilicata,Italy,191882,994,0.0,0.0
293,2022-11-28 04:21:02,Basilicata,Italy,191882,994,0.0,0.0
293,2022-11-29 04:21:05,Basilicata,Italy,191882,994,0.0,0.0
293,2022-11-30 04:21:07,Basilicata,Italy,191882,994,0.0,0.0
294,2022-11-23 04:21:06,Calabria,Italy,590537,3101,398655.0,2107.0
294,2022-11-24 04:21:09,Calabria,Italy,590537,3101,0.0,0.0
294,2022-11-25 04:21:06,Calabria,Italy,590537,3101,0.0,0.0
294,2022-11-26 04:21:11,Calabria,Italy,594197,3114,3660.0,13.0
294,2022-11-27 04:21:05,Calabria,Italy,594197,3114,0.0,0.0
294,2022-11-28 04:21:02,Calabria,Italy,594197,3114,0.0,0.0
294,2022-11-29 04:21:05,Calabria,Italy,594197,3114,0.0,0.0
294,2022-11-30 04:21:07,Calabria,Italy,594197,3114,0.0,0.0
295,2022-11-23 04:21:06,Campania,Italy,2324328,11348,1730131.0,8234.0
295,2022-11-24 04:21:09,Campania,Italy,2324328,11348,0.0,0.0
295,2022-11-25 04:21:06,Campania,Italy,2324328,11348,0.0,0.0
295,2022-11-26 04:21:11,Campania,Italy,2338694,11380,14366.0,32.0
295,2022-11-27 04:21:05,Campania,Italy,2338694,11380,0.0,0.0
295,2022-11-28 04:21:02,Campania,Italy,2338694,11380,0.0,0.0
295,2022-11-29 04:21:05,Campania,Italy,2338694,11380,0.0,0.0
295,2022-11-30 04:21:07,Campania,Italy,2338694,11380,0.0,0.0
296,2022-11-23 04:21:06,Emilia-Romagna,Italy,1999904,18391,-338790.0,7011.0
296,2022-11-24 04:21:09,Emilia-Romagna,Italy,1999904,18391,0.0,0.0
296,2022-11-25 04:21:06,Emilia-Romagna,Italy,1999904,18391,0.0,0.0
296,2022-11-26 04:21:11,Emilia-Romagna,Italy,2023014,18457,23110.0,66.0
296,2022-11-27 04:21:05,Emilia-Romagna,Italy,2023014,18457,0.0,0.0
296,2022-11-28 04:21:02,Emilia-Romagna,Italy,2023014,18457,0.0,0.0
296,2022-11-29 04:21:05,Emilia-Romagna,Italy,2023014,18457,0.0,0.0
296,2022-11-30 04:21:07,Emilia-Romagna,Italy,2023014,18457,0.0,0.0
297,2022-11-23 04:21:06,Friuli Venezia Giulia,Italy,537133,5642,-1485881.0,-12815.0
297,2022-11-24 04:21:09,Friuli Venezia Giulia,Italy,537133,5642,0.0,0.0
297,2022-11-25 04:21:06,Friuli Venezia Giulia,Italy,537133,5642,0.0,0.0
297,2022-11-26 04:21:11,Friuli Venezia Giulia,Italy,542561,5677,5428.0,35.0
297,2022-11-27 04:21:05,Friuli Venezia Giulia,Italy,542561,5677,0.0,0.0
297,2022-11-28 04:21:02,Friuli Venezia Giulia,Italy,542561,5677,0.0,0.0
297,2022-11-29 04:21:05,Friuli Venezia Giulia,Italy,542561,5677,0.0,0.0
297,2022-11-30 04:21:07,Friuli Venezia Giulia,Italy,542561,5677,0.0,0.0
298,2022-11-23 04:21:06,Lazio,Italy,2217448,12294,1674887.0,6617.0
298,2022-11-24 04:21:09,Lazio,Italy,2217448,12294,0.0,0.0
298,2022-11-25 04:21:06,Lazio,Italy,2217448,12294,0.0,0.0
298,2022-11-26 04:21:11,Lazio,Italy,2239105,12340,21657.0,46.0
298,2022-11-27 04:21:05,Lazio,Italy,2239105,12340,0.0,0.0
298,2022-11-28 04:21:02,Lazio,Italy,2239105,12340,0.0,0.0
298,2022-11-29 04:21:05,Lazio,Italy,2239105,12340,0.0,0.0
298,2022-11-30 04:21:07,Lazio,Italy,2239105,12340,0.0,0.0
299,2022-11-23 04:21:06,Liguria,Italy,616583,5649,-1622522.0,-6691.0
299,2022-11-24 04:21:09,Liguria,Italy,616583,5649,0.0,0.0
299,2022-11-25 04:21:06,Liguria,Italy,616583,5649,0.0,0.0
299,2022-11-26 04:21:11,Liguria,Italy,623479,5661,6896.0,12.0
299,2022-11-27 04:21:05,Liguria,Italy,623479,5661,0.0,0.0
299,2022-11-28 04:21:02,Liguria,Italy,623479,5661,0.0,0.0
299,2022-11-29 04:21:05,Liguria,Italy,623479,5661,0.0,0.0
299,2022-11-30 04:21:07,Liguria,Italy,623479,5661,0.0,0.0
300,2022-11-23 04:21:06,Lombardia,Italy,3873641,43509,3250162.0,37848.0
300,2022-11-24 04:21:09,Lombardia,Italy,3873641,43509,0.0,0.0
300,2022-11-25 04:21:06,Lombardia,Italy,3873641,43509,0.0,0.0
300,2022-11-26 04:21:11,Lombardia,Italy,3918510,43662,44869.0,153.0
300,2022-11-27 04:21:05,Lombardia,Italy,3918510,43662,0.0,0.0
300,2022-11-28 04:21:02,Lombardia,Italy,3918510,43662,0.0,0.0
300,2022-11-29 04:21:05,Lombardia,Italy,3918510,43662,0.0,0.0
300,2022-11-30 04:21:07,Lombardia,Italy,3918510,43662,0.0,0.0
301,2022-11-23 04:21:06,Marche,Italy,665676,4191,-3252834.0,-39471.0
301,2022-11-24 04:21:09,Marche,Italy,665676,4191,0.0,0.0
301,2022-11-25 04:21:06,Marche,Italy,665676,4191,0.0,0.0
301,2022-11-26 04:21:11,Marche,Italy,672388,4196,6712.0,5.0
301,2022-11-27 04:21:05,Marche,Italy,672388,4196,0.0,0.0
301,2022-11-28 04:21:02,Marche,Italy,672388,4196,0.0,0.0
301,2022-11-29 04:21:05,Marche,Italy,672388,4196,0.0,0.0
301,2022-11-30 04:21:07,Marche,Italy,672388,4196,0.0,0.0
302,2022-11-23 04:21:06,Molise,Italy,95164,692,-577224.0,-3504.0
302,2022-11-24 04:21:09,Molise,Italy,95164,692,0.0,0.0
302,2022-11-25 04:21:06,Molise,Italy,95164,692,0.0,0.0
302,2022-11-26 04:21:11,Molise,Italy,95954,693,790.0,1.0
302,2022-11-27 04:21:05,Molise,Italy,95954,693,0.0,0.0
302,2022-11-28 04:21:02,Molise,Italy,95954,693,0.0,0.0
302,2022-11-29 04:21:05,Molise,Italy,95954,693,0.0,0.0
302,2022-11-30 04:21:07,Molise,Italy,95954,693,0.0,0.0
303,2022-11-23 04:21:06,P.A. Bolzano,Italy,285049,1580,189095.0,887.0
303,2022-11-24 04:21:09,P.A. Bolzano,Italy,285049,1580,0.0,0.0
303,2022-11-25 04:21:06,P.A. Bolzano,Italy,285049,1580,0.0,0.0
303,2022-11-26 04:21:11,P.A. Bolzano,Italy,286317,1590,1268.0,10.0
303,2022-11-27 04:21:05,P.A. Bolzano,Italy,286317,1590,0.0,0.0
303,2022-11-28 04:21:02,P.A. Bolzano,Italy,286317,1590,0.0,0.0
303,2022-11-29 04:21:05,P.A. Bolzano,Italy,286317,1590,0.0,0.0
303,2022-11-30 04:21:07,P.A. Bolzano,Italy,286317,1590,0.0,0.0
304,2022-11-23 04:21:06,P.A. Trento,Italy,233434,1622,-52883.0,32.0
304,2022-11-24 04:21:09,P.A. Trento,Italy,233434,1622,0.0,0.0
304,2022-11-25 04:21:06,P.A. Trento,Italy,233434,1622,0.0,0.0
304,2022-11-26 04:21:11,P.A. Trento,Italy,235038,1624,1604.0,2.0
304,2022-11-27 04:21:05,P.A. Trento,Italy,235038,1624,0.0,0.0
304,2022-11-28 04:21:02,P.A. Trento,Italy,235038,1624,0.0,0.0
304,2022-11-29 04:21:05,P.A. Trento,Italy,235038,1624,0.0,0.0
304,2022-11-30 04:21:07,P.A. Trento,Italy,235038,1624,0.0,0.0
305,2022-11-23 04:21:06,Piemonte,Italy,1624934,13700,1389896.0,12076.0
305,2022-11-24 04:21:09,Piemonte,Italy,1624934,13700,0.0,0.0
305,2022-11-25 04:21:06,Piemonte,Italy,1624934,13700,0.0,0.0
305,2022-11-26 04:21:11,Piemonte,Italy,1641401,13712,16467.0,12.0
305,2022-11-27 04:21:05,Piemonte,Italy,1641401,13712,0.0,0.0
305,2022-11-28 04:21:02,Piemonte,Italy,1641401,13712,0.0,0.0
305,2022-11-29 04:21:05,Piemonte,Italy,1641401,13712,0.0,0.0
305,2022-11-30 04:21:07,Piemonte,Italy,1641401,13712,0.0,0.0
306,2022-11-23 04:21:06,Puglia,Italy,1538404,9226,-102997.0,-4486.0
306,2022-11-24 04:21:09,Puglia,Italy,1538404,9226,0.0,0.0
306,2022-11-25 04:21:06,Puglia,Italy,1538404,9226,0.0,0.0
306,2022-11-26 04:21:11,Puglia,Italy,1547601,9254,9197.0,28.0
306,2022-11-27 04:21:05,Puglia,Italy,1547601,9254,0.0,0.0
306,2022-11-28 04:21:02,Puglia,Italy,1547601,9254,0.0,0.0
306,2022-11-29 04:21:05,Puglia,Italy,1547601,9254,0.0,0.0
306,2022-11-30 04:21:07,Puglia,Italy,1547601,9254,0.0,0.0
