id,createdAt,location,tweetText
1597872654417289216,2022-11-30 08:38:22+00:00,Scotland," Facebook is in BIG TROUBLE

It has just been discovered that the Facebook Covid vaccine FactCheckers are funded by va"
1597872649782194176,2022-11-30 08:38:21+00:00,, We are delighted that King Charles will come to officially open our new Gurdwara and recognise GNGs amazing work supporting
1597872623014227968,2022-11-30 08:38:15+00:00,Europe, Exclusive Ahead of health select committee  hearing exvaccine tsar slams UK for losing Covid leadership to EU
1597872614348726272,2022-11-30 08:38:12+00:00,South East England , 100K signatures mean the Covid19 vaccine approval process is debated in the    Please SIGN amp SHARE 
1597872607688151040,2022-11-30 08:38:11+00:00,"London, England", Feels good to be able to freely tell the world that the covid vaccine is dogshit without being banned
1597872592349982720,2022-11-30 08:38:07+00:00,Scotland, If you think the covid vaccine helps with covid in anyway youre stupid af
1597872576822329345,2022-11-30 08:38:04+00:00,," Centre says it cant be held responsible as it didnt force the vaccines

Will the local bodies education depts amp Pvt co"
1597872574255738881,2022-11-30 08:38:03+00:00,Australia,"  pulled its enormous marketing budget from 

 pulled the Covidmisinformation community guidelines"
1597884888291868672,2022-11-30 09:26:59+00:00,"Sydney, New South Wales", Feels good to be able to freely tell the world that the covid vaccine is dogshit without being banned
1597884888161583105,2022-11-30 09:26:59+00:00,, Covid vaccine injured from Pfizer having IVIG and Arvina immunolobins put my body because of my immune system is fight
1597884883460067329,2022-11-30 09:26:58+00:00,derzeit noch unbefriedigend,"_lindi _Mom   You should perhaps look up the WHO website  

Type in Covid1"
1597884870407385090,2022-11-30 09:26:55+00:00,"Amsterdam, Nederland"," Covid vaccine effectiveness countdown 

 Sound On

"
1597884866166935553,2022-11-30 09:26:54+00:00,"Manila, Philippines", The ADB and the World Bank have demanded a special audit of the loans they granted to the Philippine government for the
1597884863381921792,2022-11-30 09:26:53+00:00,," OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The ABC will never report this

The  NSW govts own data shows tha"
1597884862345936896,2022-11-30 09:26:53+00:00,"Uttar Pradesh, India"," Government not liable to compensate for Covid vaccine deaths Centre to SC  
 https"
1597884842695589889,2022-11-30 09:26:48+00:00,"Montana, USA", If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597884842141941761,2022-11-30 09:26:48+00:00,, Spike proteininduced diseases are systemic affecting multiple organs tissues and are both driven by a high load
1597884803722117120,2022-11-30 09:26:39+00:00,Thailand, Bangkok has ramped up its free vaccine drive in response to a surge in Covid19 infections Thailand logged over 700 new C
1597885367432400896,2022-11-30 09:28:53+00:00,, Covid vaccine adverse effects blood clots strokes heart attacks etc are caused by fear mongering and scare tactics us
1597885354446827521,2022-11-30 09:28:50+00:00,"Cheshire, England",    The covid vaccine does not contain the SARSCoV2 virus which is what does the damage The usual delay in medical treatment including vaccines is due to lack of funding
1597885352509046784,2022-11-30 09:28:49+00:00,Ireland,_Arminius When Canadians and Australians demonstrated against the vaccine pass Western media and politicians labeled them as ex
1597885343982026752,2022-11-30 09:28:47+00:00,," I recently went to one of the top heart doctors in Norway for a checkup of heart palpitations

First thing he asked me w"
1597885307718094849,2022-11-30 09:28:39+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597885303829987329,2022-11-30 09:28:38+00:00,"Enfield, England, Europe", Exclusive Ahead of health select committee  hearing exvaccine tsar slams UK for losing Covid leadership to EU
1597885288595922945,2022-11-30 09:28:34+00:00,, If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597885285781557248,2022-11-30 09:28:34+00:00,"Mandurah, West Australia "," PANDEMIC OF THE QUADRUPLE VACCINATED

The soldout media will never report this but the NSW governments own data shows t"
1597885281575014401,2022-11-30 09:28:33+00:00,Australia," OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The ABC will never report this

The  NSW govts own data shows tha"
1597885275342241793,2022-11-30 09:28:31+00:00,"Gold Coast, Queensland", Imagine being fully vaccinated go on a cruise holiday get Covid and having to isolate for 5 days in your cabin  safe and ef
1597885221688340480,2022-11-30 09:28:18+00:00,,"  pulled its enormous marketing budget from 

 pulled the Covidmisinformation community guidelines"
1597906795246198785,2022-11-30 10:54:02+00:00,Iceland," Covid vaccine effectiveness countdown 

 Sound On

"
1597906770080718850,2022-11-30 10:53:56+00:00,," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597906764191522817,2022-11-30 10:53:54+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597906752053608449,2022-11-30 10:53:52+00:00,"Florida, USA", If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597906718435946497,2022-11-30 10:53:44+00:00,,     Not buying  in March was a huge mistake Most of the peopl
1597906697934217218,2022-11-30 10:53:39+00:00,"Gulfport, FL", Naturopath who sold fake vaccine cards sentenced to nearly 3 years in prison 
1597906675062968320,2022-11-30 10:53:33+00:00,, Judicial Watch filed a lawsuit against the HHS for records on COVID19 vaccine safety studies READ 
1597907007058882562,2022-11-30 10:54:52+00:00,," Covid vaccine effectiveness countdown 

 Sound On

"
1597907005922238466,2022-11-30 10:54:52+00:00,Heaven,"_Roos  BREAKING

In COVID hearing  director admits  was never tested on preventing transmission

Get vaccinate"
1597906996690550784,2022-11-30 10:54:50+00:00,,"In mice it is the small fibre neurons that have ACE2 receptors which spike proteins bind to

The authors postulate that long covid and vaccine injury have overlaps because of this binding"
1597906980928393218,2022-11-30 10:54:46+00:00,," The New Zealand Blood Service states Any COVID19 vaccine in the blood is broken down soon after the injection
Can "
1597906974741438465,2022-11-30 10:54:45+00:00,Aklera ," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597906972812378115,2022-11-30 10:54:44+00:00,,"Here is a detailed descriptive analysis focused on the neurological features of covid vaccine injury

The authors postulate immune dysfunction as a cause and successfully treat the majority with corticosteroids or intravenous immunoglobulin

 "
1597906918684913665,2022-11-30 10:54:31+00:00,Airstrip one, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597906915081613313,2022-11-30 10:54:30+00:00,, Court rejects San Diego school districts COVID vaccine mandate  
1597906891366989825,2022-11-30 10:54:25+00:00,Petaling Jaya,"Vaccine doses will be administered from Dec 1 to 7 at 15984 centres across the country during the drive

     

"
1597907806698766338,2022-11-30 10:58:03+00:00,New York, You sure like Trumps vaccine tho killing people and ineffective against weak covid
1597907793021128704,2022-11-30 10:58:00+00:00,,"Facebook still believes in Chinas covid zero and warns me for sharing this
I really hope Ron De Santis becomes president next His stand against school closures vaccine mandates and lockdowns is for enough to vote for him

 "
1597907788478705664,2022-11-30 10:57:59+00:00,"Dallas, Texas"," Covid vaccine effectiveness countdown 

 Sound On

"
1597907777682219008,2022-11-30 10:57:56+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597907777506377728,2022-11-30 10:57:56+00:00,, If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597907767788187649,2022-11-30 10:57:54+00:00,India," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597907767117107200,2022-11-30 10:57:54+00:00,"Los Angeles, CA", Fired from her hospital job for not receiving a COVID19 vaccine for religious reasons she is suing her former employ
1597907765774946305,2022-11-30 10:57:53+00:00,Planet Earth,You may have come across a viral news item of Nobel laureate Luc Montagnier in which it is purported that the scientist claimed that whosoever took the Covid19 vaccine will die in 2 years If you have not come across it then you can mark yourself safe from fake news
1597907750734159872,2022-11-30 10:57:50+00:00,"Pennsylvania, USA","You dont need a vaccine to fight Covid 

Just doing my part "
1597907715375996931,2022-11-30 10:57:41+00:00,,Kate Bingham Exvaccine tsar slams UK for losing Covid leadership to EU  WELT Oh    so suddenly UK is NO longer world leading on pandemic preparedness  and lost that title because of your   
1597908054934458369,2022-11-30 10:59:02+00:00,"Henley-on-Thames, England"," COVID19 and flu spread more quickly in winter and can cause serious illness

If youre aged 50 or over in an at risk group or"
1597908037196734465,2022-11-30 10:58:58+00:00,Middle Earth," Covid vaccine effectiveness countdown 

 Sound On

"
1597908004938321920,2022-11-30 10:58:50+00:00,Scotland," Why would we want to
Covid is endemic
Its relatively harmless to most of them population 
The vaccine has increased excess  allcauseexceptCovid deaths across all agegroups under 60 
Here immunity however acquired  was always the only way out"
1597907985199558656,2022-11-30 10:58:46+00:00,"Scotland, United Kingdom"," Here is a detailed descriptive analysis focused on the neurological features of covid vaccine injury

The authors post"
1597907978862358533,2022-11-30 10:58:44+00:00,, If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597907970637299712,2022-11-30 10:58:42+00:00,"North Carolina, USA", Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597907956229885953,2022-11-30 10:58:39+00:00,None of your business," OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The ABC will never report this

The  NSW govts own data shows tha"
1597907935774269440,2022-11-30 10:58:34+00:00,," Huge demand for this lecture after over a thousand attended it live 

Has Big Pharma Hijacked Evidence Based Medicin"
1597908299873021952,2022-11-30 11:00:01+00:00,"Beijing, China","Heres a look at the latest numbers behind s global   outreach according to our 
 
Sold 1852B Doses 0M
Donated 328M Doses 0M
Delivered 1653B Doses 3M

Check out our website for more  "
1597908283091988480,2022-11-30 10:59:57+00:00,Italia," I recently went to one of the top heart doctors in Norway for a checkup of heart palpitations

First thing he asked me w"
1597908273445089282,2022-11-30 10:59:54+00:00,On Your Mind, _R_Nought _audette       
1597908251907362821,2022-11-30 10:59:49+00:00,, VSafe Part 2 Evidence that the CDC purposely did not include checkthebox selections for myocarditis pericarditis sei
1597908251492110337,2022-11-30 10:59:49+00:00,"Portland, OR","  pulled its enormous marketing budget from 

 pulled the Covidmisinformation community guidelines"
1597908245771083777,2022-11-30 10:59:48+00:00,, Its awkward for Biden to support COVID protestors in China because theres nothing happening in China right now that
1597908224363335681,2022-11-30 10:59:43+00:00,, Covid vaccine adverse effects blood clots strokes heart attacks etc are caused by fear mongering and scare tactics us
1597908209129619457,2022-11-30 10:59:39+00:00,," Covid vaccine effectiveness countdown 

 Sound On

"
1597908203886764034,2022-11-30 10:59:38+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597908194516701184,2022-11-30 10:59:35+00:00,"Illinois, USA"," Reality check

 Men and women are not equal 
 Fat is not beautiful 
 Scientists are paid to lie
 The vaccine is n"
1597908185355984897,2022-11-30 10:59:33+00:00,"Los Angeles, CA"," If you had funds on FTX the following organizations would like to thank you for your support

1 The Democrats
2 The F"
1597908916813574144,2022-11-30 11:02:28+00:00,"Amsterdam, The Netherlands", If the vaccine doesnt prevent COVID it doesnt stop transmission and if you get COVID it could still be fatalso what
1597908821711933442,2022-11-30 11:02:05+00:00,," Here is a detailed descriptive analysis focused on the neurological features of covid vaccine injury

The authors post"
1597908805828112385,2022-11-30 11:02:01+00:00,, Its awkward for Biden to support COVID protestors in China because theres nothing happening in China right now that
1597908800518119426,2022-11-30 11:02:00+00:00,," HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The soldout media will never report this but the NSW governments own"
1597908797468864521,2022-11-30 11:01:59+00:00,"Durban, South Africa", Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597908792486035458,2022-11-30 11:01:58+00:00,, The problem with this vaccine is that it prevents severe Covid symptoms but kills some patients with severe side effects accounting for the steep rise of mortality rates 15  40 among the young observed in all western countries
1597908741969551360,2022-11-30 11:01:46+00:00,Greater Manchester,"Manchester  Dont let these two get in your way   

We can all keep Manchester moving this winter with a free Covid19 autumn booster and annual flu vaccine 

Find out if youre eligible and book yours today 
 "
1597908723476881408,2022-11-30 11:01:42+00:00,"Bolton, UK",Heres a roundup of all the places you can get a Covid vaccine this week 
1597908717604741120,2022-11-30 11:01:40+00:00,"Ontario, Canada"," Covid vaccine effectiveness countdown 

 Sound On

"
1597908713675059200,2022-11-30 11:01:39+00:00,," What is your Covid vaccine experience 

Please retweet so to help get a larger polling sample"
1597909066969673729,2022-11-30 11:03:03+00:00,"Jaipur, India"," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597909061705424897,2022-11-30 11:03:02+00:00,, Its awkward for Biden to support COVID protestors in China because theres nothing happening in China right now that
1597909055917674496,2022-11-30 11:03:01+00:00,  || she/her, The ADB and the World Bank have demanded a special audit of the loans they granted to the Philippine government for the
1597909035394957314,2022-11-30 11:02:56+00:00,"Milford, Auckland"," Huge demand for this lecture after over a thousand attended it live 

Has Big Pharma Hijacked Evidence Based Medicin"
1597909026763071489,2022-11-30 11:02:54+00:00,," _Kashmir Demonetization Deaths were peoples faults Modi Ji took credit for digital payments

COVID Deaths were p"
1597909015375548416,2022-11-30 11:02:51+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597908990260051968,2022-11-30 11:02:45+00:00,," Covid vaccine effectiveness countdown 

 Sound On

"
1597908941052456971,2022-11-30 11:02:33+00:00,"Con, Espaa", Exclusive Ahead of health select committee  hearing exvaccine tsar slams UK for losing Covid leadership to EU
1597909217192689664,2022-11-30 11:03:39+00:00,, Alcohol and the Covid vaccine are the only two drugs where people demand an explanation for your abstinence
1597909216249131008,2022-11-30 11:03:39+00:00,," The worlds 1st nasal Covid vaccine was approved 3 months ago
So  where are the data
"
1597909212285505538,2022-11-30 11:03:38+00:00,"Maryland, USA", Here is some legitimate  about the    bio weapons   
1597909204182138880,2022-11-30 11:03:36+00:00,," Covid vaccine effectiveness countdown 

 Sound On

"
1597909179972603904,2022-11-30 11:03:30+00:00,LONDON," Here is a detailed descriptive analysis focused on the neurological features of covid vaccine injury

The authors post"
1597909175371063296,2022-11-30 11:03:29+00:00,Australia (My Island Home),"  pulled its enormous marketing budget from 

 pulled the Covidmisinformation community guidelines"
1597909168022646784,2022-11-30 11:03:28+00:00,, BREAKING  Eric Adams Official Reveals Admin Has No Sympathy For Public Sector Employees Forced Out of Jobs Du
1597909099475513345,2022-11-30 11:03:11+00:00,," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597909088897478656,2022-11-30 11:03:09+00:00,UK,"This is so shocking if true  
"
1597909412785836032,2022-11-30 11:04:26+00:00,Bordeaux," Covid vaccine effectiveness countdown 

 Sound On

"
1597909380833640448,2022-11-30 11:04:18+00:00,, COVID19 and flu spread more quickly in winter and can cause serious illness If youre 50 years or over you are eligible
1597909379344633856,2022-11-30 11:04:18+00:00,,"  pulled its enormous marketing budget from 

 pulled the Covidmisinformation community guidelines"
1597909376769179655,2022-11-30 11:04:17+00:00,Dublin,"Dont miss our latest Executive Insights episode in association with _Ireland 

How the Covid19 vaccine rollout changed s goals for the future  "
1597909373850091520,2022-11-30 11:04:17+00:00,"USA, UK & Portugal"," OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The ABC will never report this

The  NSW govts own data shows tha"
1597909371950096386,2022-11-30 11:04:16+00:00,Cyprus | Greece , Twitter ended its COVID misinformation policies I can remind you of what I proved back in April 2020 the vaccine d
1597909371916529670,2022-11-30 11:04:16+00:00,, The covid vaccine has been proven to be the biggest scam ever   Why are you still pushing it   Who is paying you and what is there agenda
1597909358364733440,2022-11-30 11:04:13+00:00,, Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597909356888006657,2022-11-30 11:04:13+00:00,," First No deaths due to Oxygen shortage
Then No aid to Covid victims

NOW No accountability for vaccinerelated deaths

P"
1597909608387186688,2022-11-30 11:05:13+00:00,," Covid vaccine effectiveness countdown 

 Sound On

"
1597909602422919168,2022-11-30 11:05:11+00:00,"Sydney, Australia", Now that Twitter stopped enforcing its COVID misinformation policies I can finally tell you that the vaccine doesnt work
1597909601382502400,2022-11-30 11:05:11+00:00,The University of Nottingham,The NHS mobile Covid19 vaccination service will be on Jubilee campus today Get your Covid19 vaccine have an overseas vaccine validated or get your questions answered  
1597909593366986752,2022-11-30 11:05:09+00:00,," OUR HOSPITALS ARE FULL OF THE QUADRUPLE VACCINATED 

The ABC will never report this

The  NSW govts own data shows tha"
1597909583468855296,2022-11-30 11:05:07+00:00,Wales,"  BREAKING

In COVID hearing  director admits  was never tested on preventing transmission

Get vaccina"
1597909522919854082,2022-11-30 11:04:52+00:00,,_d_h_nair The government cannot be held liable to pay compensation for deaths due to the administration of COVID19 vaccines  Modi g
1597909475859779594,2022-11-30 11:04:41+00:00,Copenhagen/Denmark,"Counts as many as 70 patients with heart conditions tied to vaccine
"
1597909449129463808,2022-11-30 11:04:35+00:00,," Reality check

 Men and women are not equal 
 Fat is not beautiful 
 Scientists are paid to lie
 The vaccine is not fo"
1597909447413989376,2022-11-30 11:04:34+00:00,, The MRNA vaccine act differently in your body than traditional method vaccines These covid mRNA vaccines were not tested on transmission before entering thr market and linked to myocarditis Several countries banned them under a certain age is that safe to you
